06:19:07 (pull_client) ================= Start Process PULL to Intan BK ==================
06:21:53 (pull_client) IAC - Table pro_perkhidmatan : '9181' updated.
06:21:53 (pull_client) IAC - Table pro_perkhidmatan : '9182' updated.
06:21:53 (pull_client) IAC - Table pro_perkhidmatan : '9183' updated.
06:21:54 (pull_client) IAC - Table pro_perkhidmatan : '9184' updated.
06:21:54 (pull_client) IAC - Table pro_perkhidmatan : '9185' updated.
06:22:00 (pull_client) IAC - Table pro_perkhidmatan : '9186' updated.
06:22:00 (pull_client) IAC - Table pro_perkhidmatan : '9187' updated.
06:22:00 (pull_client) IAC - Table pro_perkhidmatan : '9188' updated.
06:22:04 (pull_client) IAC - Table pro_perkhidmatan : '9189' updated.
06:22:04 (pull_client) IAC - Table pro_perkhidmatan : '9191' updated.
06:22:04 (pull_client) IAC - Table pro_perkhidmatan : '9193' updated.
06:22:04 (pull_client) IAC - Table pro_perkhidmatan : '9194' updated.
06:22:05 (pull_client) IAC - Table pro_perkhidmatan : '9195' updated.
06:22:05 (pull_client) IAC - Table pro_perkhidmatan : '9196' updated.
06:22:06 (pull_client) IAC - Table pro_perkhidmatan : '9197' updated.
06:22:06 (pull_client) IAC - Table pro_perkhidmatan : '9198' updated.
06:22:06 (pull_client) IAC - Table pro_perkhidmatan : '9199' updated.
06:22:07 (pull_client) IAC - Table pro_perkhidmatan : '9200' updated.
06:22:07 (pull_client) IAC - Table pro_perkhidmatan : '9201' updated.
06:22:07 (pull_client) IAC - Table pro_perkhidmatan : '9202' updated.
06:22:08 (pull_client) IAC - Table pro_perkhidmatan : '9203' updated.
06:22:11 (pull_client) IAC - Table pro_perkhidmatan : '9204' updated.
06:22:11 (pull_client) IAC - Table pro_perkhidmatan : '9205' updated.
06:22:11 (pull_client) IAC - Table pro_perkhidmatan : '9206' updated.
06:22:12 (pull_client) IAC - Table pro_perkhidmatan : '9207' updated.
06:22:12 (pull_client) IAC - Table pro_perkhidmatan : '9208' updated.
06:22:12 (pull_client) IAC - Table pro_perkhidmatan : '9209' updated.
06:22:12 (pull_client) IAC - Table pro_perkhidmatan : '9210' updated.
06:22:13 (pull_client) IAC - Table pro_perkhidmatan : '9211' updated.
06:22:13 (pull_client) IAC - Table pro_perkhidmatan : '9212' updated.
06:22:13 (pull_client) IAC - Table pro_perkhidmatan : '9213' updated.
06:22:13 (pull_client) IAC - Table pro_perkhidmatan : '9214' updated.
06:22:13 (pull_client) IAC - Table pro_perkhidmatan : '9215' updated.
06:22:14 (pull_client) IAC - Table pro_perkhidmatan : '9217' updated.
06:22:14 (pull_client) IAC - Table pro_perkhidmatan : '9218' updated.
06:22:14 (pull_client) IAC - Table pro_perkhidmatan : '9219' updated.
06:22:14 (pull_client) IAC - Table pro_perkhidmatan : '9220' updated.
06:22:15 (pull_client) IAC - Table pro_perkhidmatan : '9221' updated.
06:22:15 (pull_client) IAC - Table pro_perkhidmatan : '9222' updated.
06:22:15 (pull_client) IAC - Table pro_perkhidmatan : '9223' updated.
06:22:15 (pull_client) IAC - Table pro_perkhidmatan : '9224' updated.
06:22:15 (pull_client) IAC - Table pro_perkhidmatan : '9225' updated.
06:22:16 (pull_client) IAC - Table pro_perkhidmatan : '9226' updated.
06:22:16 (pull_client) IAC - Table pro_perkhidmatan : '9227' updated.
06:22:16 (pull_client) IAC - Table pro_perkhidmatan : '9229' updated.
06:22:16 (pull_client) IAC - Table pro_perkhidmatan : '9231' updated.
06:22:17 (pull_client) IAC - Table pro_perkhidmatan : '9232' updated.
06:22:17 (pull_client) IAC - Table pro_perkhidmatan : '9233' updated.
06:22:17 (pull_client) IAC - Table pro_perkhidmatan : '9234' updated.
06:22:17 (pull_client) IAC - Table pro_perkhidmatan : '9236' updated.
06:22:17 (pull_client) IAC - Table pro_perkhidmatan : '9238' updated.
06:22:18 (pull_client) IAC - Table pro_perkhidmatan : '9239' updated.
06:22:18 (pull_client) IAC - Table pro_perkhidmatan : '9240' updated.
06:22:18 (pull_client) IAC - Table pro_perkhidmatan : '9241' updated.
06:22:18 (pull_client) IAC - Table pro_perkhidmatan : '9242' updated.
06:22:19 (pull_client) IAC - Table pro_perkhidmatan : '9243' updated.
06:22:19 (pull_client) IAC - Table pro_perkhidmatan : '9244' updated.
06:22:19 (pull_client) IAC - Table pro_perkhidmatan : '9245' updated.
06:22:19 (pull_client) IAC - Table pro_perkhidmatan : '9246' updated.
06:22:19 (pull_client) IAC - Table pro_perkhidmatan : '9247' updated.
06:22:20 (pull_client) IAC - Table pro_perkhidmatan : '9248' updated.
06:22:20 (pull_client) IAC - Table pro_perkhidmatan : '9249' updated.
06:22:21 (pull_client) IAC - Table pro_perkhidmatan : '9250' updated.
06:22:21 (pull_client) IAC - Table pro_perkhidmatan : '9251' updated.
06:22:21 (pull_client) IAC - Table pro_perkhidmatan : '9252' updated.
06:22:21 (pull_client) IAC - Table pro_perkhidmatan : '9253' updated.
06:22:21 (pull_client) IAC - Table pro_perkhidmatan : '9254' updated.
06:22:22 (pull_client) IAC - Table pro_perkhidmatan : '9255' updated.
06:22:22 (pull_client) IAC - Table pro_perkhidmatan : '9256' updated.
06:22:22 (pull_client) IAC - Table pro_perkhidmatan : '9257' updated.
06:22:22 (pull_client) IAC - Table pro_perkhidmatan : '9258' updated.
06:22:23 (pull_client) IAC - Table pro_perkhidmatan : '9259' updated.
06:22:23 (pull_client) IAC - Table pro_perkhidmatan : '9260' updated.
06:22:23 (pull_client) IAC - Table pro_perkhidmatan : '9261' updated.
06:22:23 (pull_client) IAC - Table pro_perkhidmatan : '9262' updated.
06:22:24 (pull_client) IAC - Table pro_perkhidmatan : '9263' updated.
06:22:24 (pull_client) IAC - Table pro_perkhidmatan : '9264' updated.
06:22:24 (pull_client) IAC - Table pro_perkhidmatan : '9265' updated.
06:22:24 (pull_client) IAC - Table pro_perkhidmatan : '9266' updated.
06:22:24 (pull_client) IAC - Table pro_perkhidmatan : '9267' updated.
06:22:25 (pull_client) IAC - Table pro_perkhidmatan : '9268' updated.
06:22:25 (pull_client) IAC - Table pro_perkhidmatan : '9270' updated.
06:22:25 (pull_client) IAC - Table pro_perkhidmatan : '9271' updated.
06:22:25 (pull_client) IAC - Table pro_perkhidmatan : '9272' updated.
06:22:26 (pull_client) IAC - Table pro_perkhidmatan : '9273' updated.
06:22:26 (pull_client) IAC - Table pro_perkhidmatan : '9274' updated.
06:22:26 (pull_client) IAC - Table pro_perkhidmatan : '9275' updated.
06:22:26 (pull_client) IAC - Table pro_perkhidmatan : '9276' updated.
06:22:26 (pull_client) IAC - Table pro_perkhidmatan : '9277' updated.
06:22:27 (pull_client) IAC - Table pro_perkhidmatan : '9278' updated.
06:22:27 (pull_client) IAC - Table pro_perkhidmatan : '9279' updated.
06:22:27 (pull_client) IAC - Table pro_perkhidmatan : '9280' updated.
06:22:27 (pull_client) IAC - Table pro_perkhidmatan : '9281' updated.
06:22:28 (pull_client) IAC - Table pro_perkhidmatan : '9282' updated.
06:22:28 (pull_client) IAC - Table pro_perkhidmatan : '9283' updated.
06:22:28 (pull_client) IAC - Table pro_perkhidmatan : '9284' updated.
06:22:28 (pull_client) IAC - Table pro_perkhidmatan : '9285' updated.
06:22:29 (pull_client) IAC - Table pro_perkhidmatan : '9286' updated.
06:22:29 (pull_client) IAC - Table pro_perkhidmatan : '9287' updated.
06:22:29 (pull_client) IAC - Table pro_perkhidmatan : '9288' updated.
06:22:29 (pull_client) IAC - Table pro_perkhidmatan : '9289' updated.
06:22:30 (pull_client) IAC - Table pro_perkhidmatan : '9290' updated.
06:22:30 (pull_client) IAC - Table pro_perkhidmatan : '9291' updated.
06:22:30 (pull_client) IAC - Table pro_perkhidmatan : '9292' updated.
06:22:33 (pull_client) IAC - Table pro_perkhidmatan : '9293' updated.
06:22:34 (pull_client) IAC - Table pro_perkhidmatan : '9295' updated.
06:22:34 (pull_client) IAC - Table pro_perkhidmatan : '9296' updated.
06:22:34 (pull_client) IAC - Table pro_perkhidmatan : '9297' updated.
06:22:34 (pull_client) IAC - Table pro_perkhidmatan : '9298' updated.
06:22:34 (pull_client) IAC - Table pro_perkhidmatan : '9299' updated.
06:22:35 (pull_client) IAC - Table pro_perkhidmatan : '9300' updated.
06:22:35 (pull_client) IAC - Table pro_perkhidmatan : '9301' updated.
06:22:35 (pull_client) IAC - Table pro_perkhidmatan : '9302' updated.
06:22:35 (pull_client) IAC - Table pro_perkhidmatan : '9486' updated.
06:22:39 (pull_client) IAC - Table pro_perkhidmatan : '9304' updated.
06:22:39 (pull_client) IAC - Table pro_perkhidmatan : '9305' updated.
06:22:39 (pull_client) IAC - Table pro_perkhidmatan : '9306' updated.
06:22:39 (pull_client) IAC - Table pro_perkhidmatan : '9307' updated.
06:22:40 (pull_client) IAC - Table pro_perkhidmatan : '9308' updated.
06:22:40 (pull_client) IAC - Table pro_perkhidmatan : '9309' updated.
06:22:40 (pull_client) IAC - Table pro_perkhidmatan : '9310' updated.
06:22:41 (pull_client) IAC - Table pro_perkhidmatan : '9311' updated.
06:22:41 (pull_client) IAC - Table pro_perkhidmatan : '9312' updated.
06:22:41 (pull_client) IAC - Table pro_perkhidmatan : '9313' updated.
06:22:41 (pull_client) IAC - Table pro_perkhidmatan : '9314' updated.
06:22:42 (pull_client) IAC - Table pro_perkhidmatan : '9315' updated.
06:22:42 (pull_client) IAC - Table pro_perkhidmatan : '9316' updated.
06:22:42 (pull_client) IAC - Table pro_perkhidmatan : '9317' updated.
06:22:42 (pull_client) IAC - Table pro_perkhidmatan : '9318' updated.
06:22:42 (pull_client) IAC - Table pro_perkhidmatan : '9319' updated.
06:22:43 (pull_client) IAC - Table pro_perkhidmatan : '9320' updated.
06:22:43 (pull_client) IAC - Table pro_perkhidmatan : '9321' updated.
06:22:43 (pull_client) IAC - Table pro_perkhidmatan : '9322' updated.
06:22:43 (pull_client) IAC - Table pro_perkhidmatan : '9323' updated.
06:22:44 (pull_client) IAC - Table pro_perkhidmatan : '9324' updated.
06:22:44 (pull_client) IAC - Table pro_perkhidmatan : '9325' updated.
06:22:44 (pull_client) IAC - Table pro_perkhidmatan : '9326' updated.
06:22:45 (pull_client) IAC - Table pro_perkhidmatan : '9327' updated.
06:22:45 (pull_client) IAC - Table pro_perkhidmatan : '9328' updated.
06:22:45 (pull_client) IAC - Table pro_perkhidmatan : '9329' updated.
06:22:45 (pull_client) IAC - Table pro_perkhidmatan : '9330' updated.
06:22:46 (pull_client) IAC - Table pro_perkhidmatan : '9331' updated.
06:22:46 (pull_client) IAC - Table pro_perkhidmatan : '9332' updated.
06:22:46 (pull_client) IAC - Table pro_perkhidmatan : '9333' updated.
06:22:46 (pull_client) IAC - Table pro_perkhidmatan : '9334' updated.
06:22:46 (pull_client) IAC - Table pro_perkhidmatan : '9335' updated.
06:22:47 (pull_client) IAC - Table pro_perkhidmatan : '9336' updated.
06:22:50 (pull_client) IAC - Table pro_perkhidmatan : '9337' updated.
06:22:50 (pull_client) IAC - Table pro_perkhidmatan : '9338' updated.
06:22:50 (pull_client) IAC - Table pro_perkhidmatan : '9339' updated.
06:22:51 (pull_client) IAC - Table pro_perkhidmatan : '9340' updated.
06:22:51 (pull_client) IAC - Table pro_perkhidmatan : '9341' updated.
06:22:51 (pull_client) IAC - Table pro_perkhidmatan : '9342' updated.
06:22:52 (pull_client) IAC - Table pro_perkhidmatan : '9343' updated.
06:22:52 (pull_client) IAC - Table pro_perkhidmatan : '9344' updated.
06:22:52 (pull_client) IAC - Table pro_perkhidmatan : '9345' updated.
06:22:52 (pull_client) IAC - Table pro_perkhidmatan : '9346' updated.
06:22:53 (pull_client) IAC - Table pro_perkhidmatan : '9347' updated.
06:22:53 (pull_client) IAC - Table pro_perkhidmatan : '9348' updated.
06:23:02 (pull_client) IAC - Table pro_perkhidmatan : '9349' updated.
06:23:02 (pull_client) IAC - Table pro_perkhidmatan : '9350' updated.
06:23:03 (pull_client) IAC - Table pro_perkhidmatan : '9351' updated.
06:23:03 (pull_client) IAC - Table pro_perkhidmatan : '9352' updated.
06:23:06 (pull_client) IAC - Table pro_perkhidmatan : '9353' updated.
06:23:06 (pull_client) IAC - Table pro_perkhidmatan : '9356' updated.
06:23:07 (pull_client) IAC - Table pro_perkhidmatan : '9357' updated.
06:23:07 (pull_client) IAC - Table pro_perkhidmatan : '9358' updated.
06:23:07 (pull_client) IAC - Table pro_perkhidmatan : '9359' updated.
06:23:07 (pull_client) IAC - Table pro_perkhidmatan : '9360' updated.
06:23:07 (pull_client) IAC - Table pro_perkhidmatan : '9361' updated.
06:23:08 (pull_client) IAC - Table pro_perkhidmatan : '9362' updated.
06:23:11 (pull_client) IAC - Table pro_perkhidmatan : '9363' updated.
06:23:11 (pull_client) IAC - Table pro_perkhidmatan : '9364' updated.
06:23:12 (pull_client) IAC - Table pro_perkhidmatan : '9390' updated.
06:23:12 (pull_client) IAC - Table pro_perkhidmatan : '9391' updated.
06:23:12 (pull_client) IAC - Table pro_perkhidmatan : '9392' updated.
06:23:12 (pull_client) IAC - Table pro_perkhidmatan : '9393' updated.
06:23:16 (pull_client) IAC - Table pro_perkhidmatan : '9396' updated.
06:23:16 (pull_client) IAC - Table pro_perkhidmatan : '9399' updated.
06:23:16 (pull_client) IAC - Table pro_perkhidmatan : '9405' updated.
06:23:16 (pull_client) IAC - Table pro_perkhidmatan : '9406' updated.
06:23:17 (pull_client) IAC - Table pro_perkhidmatan : '9408' updated.
06:23:17 (pull_client) IAC - Table pro_perkhidmatan : '9409' updated.
06:23:17 (pull_client) IAC - Table pro_perkhidmatan : '9411' updated.
06:23:17 (pull_client) IAC - Table pro_perkhidmatan : '9414' updated.
06:23:17 (pull_client) IAC - Table pro_perkhidmatan : '9416' updated.
06:23:18 (pull_client) IAC - Table pro_perkhidmatan : '9418' updated.
06:23:18 (pull_client) IAC - Table pro_perkhidmatan : '9419' updated.
06:23:18 (pull_client) IAC - Table pro_perkhidmatan : '9420' updated.
06:23:18 (pull_client) IAC - Table pro_perkhidmatan : '9423' updated.
06:23:19 (pull_client) IAC - Table pro_perkhidmatan : '9426' updated.
06:23:19 (pull_client) IAC - Table pro_perkhidmatan : '9429' updated.
06:23:19 (pull_client) IAC - Table pro_perkhidmatan : '9431' updated.
06:23:20 (pull_client) IAC - Table pro_perkhidmatan : '9433' updated.
06:23:20 (pull_client) IAC - Table pro_perkhidmatan : '9435' updated.
06:23:23 (pull_client) IAC - Table pro_perkhidmatan : '9437' updated.
06:23:23 (pull_client) IAC - Table pro_perkhidmatan : '9439' updated.
06:23:23 (pull_client) IAC - Table pro_perkhidmatan : '9440' updated.
06:23:24 (pull_client) IAC - Table pro_perkhidmatan : '9441' updated.
06:23:27 (pull_client) IAC - Table pro_perkhidmatan : '9442' updated.
06:23:27 (pull_client) IAC - Table pro_perkhidmatan : '9443' updated.
06:23:30 (pull_client) IAC - Table pro_perkhidmatan : '9444' updated.
06:23:31 (pull_client) IAC - Table pro_perkhidmatan : '9445' updated.
06:23:31 (pull_client) IAC - Table pro_perkhidmatan : '9446' updated.
06:23:31 (pull_client) IAC - Table pro_perkhidmatan : '9448' updated.
06:23:32 (pull_client) IAC - Table pro_perkhidmatan : '9451' updated.
06:23:32 (pull_client) IAC - Table pro_perkhidmatan : '9474' updated.
06:23:32 (pull_client) IAC - Table pro_perkhidmatan : '9475' updated.
06:23:32 (pull_client) IAC - Table pro_perkhidmatan : '9476' updated.
06:23:33 (pull_client) IAC - Table pro_perkhidmatan : '9477' updated.
06:23:33 (pull_client) IAC - Table pro_perkhidmatan : '9478' updated.
06:23:33 (pull_client) IAC - Table pro_perkhidmatan : '9479' updated.
06:23:33 (pull_client) IAC - Table pro_perkhidmatan : '9480' updated.
06:23:34 (pull_client) IAC - Table pro_perkhidmatan : '9482' updated.
06:23:34 (pull_client) IAC - Table pro_perkhidmatan : '9483' updated.
06:23:34 (pull_client) IAC - Table pro_perkhidmatan : '9484' updated.
06:23:34 (pull_client) IAC - Table pro_perkhidmatan : '9485' updated.
06:23:35 (pull_client) IAC - Table pro_perkhidmatan : '9487' updated.
06:23:35 (pull_client) IAC - Table pro_perkhidmatan : '9488' updated.
06:23:35 (pull_client) IAC - Table pro_perkhidmatan : '9490' updated.
06:23:36 (pull_client) IAC - Table pro_perkhidmatan : '9491' updated.
06:23:36 (pull_client) IAC - Table pro_perkhidmatan : '9510' updated.
06:23:36 (pull_client) IAC - Table pro_perkhidmatan : '9520' updated.
06:23:37 (pull_client) IAC - Table pro_perkhidmatan : '9521' updated.
06:23:37 (pull_client) IAC - Table pro_perkhidmatan : '9192' updated.
06:23:37 (pull_client) IAC - Table pro_perkhidmatan : '9650' updated.
06:23:37 (pull_client) ================= End Process PULL to Intan BK ==================
